	NNTYPE	KOD1	POW1	KAT1	ODL1	KOD2	POW2	KAT2	KOD3	KOD4	KAT4	KOD5	WYJSCIE
reiz2_a1629	TEST	14	36	177	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1630	TEST	14	58	180	46	16	-1	-1	16	16	-1	16	piesc
reiz2_a1631	TEST	14	66	179	46	16	-1	-1	16	16	-1	16	piesc
reiz2_a1632	TEST	14	67	176	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1633	TEST	14	58	172	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1634	TEST	14	53	175	46	16	-1	-1	16	16	-1	16	piesc
reiz2_a1635	TEST	14	57	175	45	16	-1	-1	16	16	-1	16	piesc
reiz2_a1636	TEST	14	52	177	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1637	TEST	14	56	176	44	3	1	7	16	16	-1	16	piesc
reiz2_a1638	TEST	14	38	173	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1639	TEST	14	67	176	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1640	TEST	14	53	180	46	16	-1	-1	16	16	-1	16	piesc
reiz2_a1641	TEST	14	52	179	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1642	TEST	14	69	177	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1643	TEST	14	45	177	45	16	-1	-1	16	16	-1	16	piesc
reiz2_a1644	TEST	14	65	176	45	16	-1	-1	16	16	-1	16	piesc
reiz2_a1645	TEST	14	62	175	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1646	TEST	14	71	173	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1647	TEST	14	56	176	44	16	-1	-1	16	16	-1	16	piesc
reiz2_a1648	TEST	14	54	173	43	16	-1	-1	16	16	-1	16	piesc
reiz2_a1649	TEST	14	43	169	53	16	-1	-1	16	16	-1	16	piesc
reiz2_a1650	TEST	14	69	173	49	16	-1	-1	16	16	-1	16	piesc
reiz2_b1685	TEST	14	1	173	57	9	39	176	16	16	-1	16	reka
reiz2_b1686	TEST	9	40	175	67	16	-1	-1	16	16	-1	16	reka
reiz2_b1687	TEST	9	7	169	71	16	-1	-1	16	16	-1	16	reka
reiz2_b1688	TEST	9	35	177	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1689	TEST	9	46	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1690	TEST	9	2	168	71	16	-1	-1	16	16	-1	16	reka
reiz2_b1691	TEST	9	5	170	72	16	-1	-1	16	16	-1	16	reka
reiz2_b1692	TEST	9	39	181	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1693	TEST	9	41	177	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1694	TEST	9	31	171	72	16	-1	-1	16	16	-1	16	reka
reiz2_b1695	TEST	9	44	177	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1696	TEST	9	30	174	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1697	TEST	9	32	182	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1698	TEST	9	34	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1699	TEST	9	24	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1700	TEST	9	33	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1701	TEST	9	28	190	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1702	TEST	9	34	188	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1703	TEST	9	25	184	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1704	TEST	9	28	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1705	TEST	9	31	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1706	TEST	9	31	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1707	TEST	9	37	182	64	16	-1	-1	16	16	-1	16	reka
reiz2_b1708	TEST	9	37	183	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1709	TEST	9	29	184	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1710	TEST	9	40	187	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1711	TEST	9	34	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1712	TEST	9	34	177	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1713	TEST	9	20	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1714	TEST	9	30	178	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1715	TEST	9	37	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1716	TEST	9	29	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1717	TEST	9	37	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1718	TEST	9	46	178	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1719	TEST	9	34	181	66	16	-1	-1	16	16	-1	16	reka
reiz2_b1720	TEST	9	45	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1721	TEST	9	28	188	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1722	TEST	9	47	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1723	TEST	9	45	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1724	TEST	9	33	189	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1725	TEST	9	31	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1726	TEST	9	28	177	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1727	TEST	9	32	176	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1728	TEST	9	45	189	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1729	TEST	9	31	177	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1730	TEST	9	46	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1731	TEST	9	18	172	72	16	-1	-1	16	16	-1	16	reka
reiz2_b1732	TEST	9	50	188	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1733	TEST	9	38	177	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1734	TEST	9	32	188	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1735	TEST	9	44	178	66	16	-1	-1	16	16	-1	16	reka
reiz2_b1736	TEST	9	57	190	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1737	TEST	9	52	182	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1738	TEST	9	43	174	67	16	-1	-1	16	16	-1	16	reka
reiz2_b1739	TEST	9	45	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1740	TEST	9	41	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1741	TEST	9	35	181	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1742	TEST	9	31	173	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1743	TEST	9	37	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1744	TEST	14	1	169	62	9	23	170	16	16	-1	16	reka
reiz2_b1745	TEST	9	55	178	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1746	TEST	14	3	172	55	9	45	174	16	16	-1	16	reka
reiz2_b1747	TEST	9	27	173	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1748	TEST	9	54	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1749	TEST	14	1	170	63	9	44	171	16	16	-1	16	reka
reiz2_b1750	TEST	9	55	172	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1751	TEST	14	1	164	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1752	TEST	14	3	172	57	9	44	174	16	16	-1	16	reka
reiz2_b1753	TEST	9	20	171	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1754	TEST	9	17	165	69	16	-1	-1	16	16	-1	16	reka
reiz2_b1755	TEST	14	1	164	64	16	-1	-1	16	16	-1	16	reka
reiz2_b1756	TEST	9	41	180	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1757	TEST	9	10	178	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1758	TEST	9	38	173	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1759	TEST	14	1	168	55	9	11	166	16	16	-1	16	reka
reiz2_b1760	TEST	9	27	176	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1761	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1762	TEST	14	2	166	56	16	-1	-1	16	16	-1	16	reka
reiz2_b1763	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1764	TEST	14	1	166	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1765	TEST	14	1	169	54	9	26	168	16	16	-1	16	reka
reiz2_b1766	TEST	14	1	170	53	9	5	166	16	16	-1	16	reka
reiz2_b1767	TEST	9	25	178	56	16	-1	-1	16	16	-1	16	reka
reiz2_b1768	TEST	9	9	168	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1769	TEST	9	20	167	67	16	-1	-1	16	16	-1	16	reka
reiz2_b1770	TEST	9	26	173	66	16	-1	-1	16	16	-1	16	reka
reiz2_b1771	TEST	9	17	167	67	16	-1	-1	16	16	-1	16	reka
reiz2_b1772	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1773	TEST	9	36	179	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1774	TEST	9	38	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1775	TEST	9	32	183	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1776	TEST	9	36	182	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1777	TEST	9	52	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1778	TEST	14	1	167	65	9	49	171	16	16	-1	16	reka
reiz2_b1779	TEST	9	32	179	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1780	TEST	14	2	168	60	9	21	167	16	16	-1	16	reka
reiz2_b1781	TEST	9	22	183	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1782	TEST	9	52	179	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1783	TEST	9	48	187	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1784	TEST	14	1	173	54	9	39	175	16	16	-1	16	reka
reiz2_b1785	TEST	9	58	188	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1887	TEST	9	60	187	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1888	TEST	9	53	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1889	TEST	9	35	175	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1890	TEST	9	33	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1891	TEST	14	2	172	53	9	33	173	16	16	-1	16	reka
reiz2_b1892	TEST	9	36	190	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1893	TEST	9	42	179	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1894	TEST	9	51	183	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1895	TEST	9	53	181	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1896	TEST	9	62	178	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1897	TEST	9	44	178	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1898	TEST	9	50	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1899	TEST	9	24	174	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1900	TEST	9	50	185	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1901	TEST	14	3	172	56	9	32	175	16	16	-1	16	reka
reiz2_b1902	TEST	9	44	182	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1903	TEST	9	27	180	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1904	TEST	14	7	173	55	9	41	175	16	16	-1	16	reka
reiz2_b1905	TEST	9	59	187	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1906	TEST	9	43	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1907	TEST	14	1	173	52	9	38	173	16	16	-1	16	reka
reiz2_b1908	TEST	9	62	187	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1909	TEST	9	46	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1910	TEST	9	64	179	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1911	TEST	9	51	180	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1912	TEST	9	10	180	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1913	TEST	9	56	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1914	TEST	9	42	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1915	TEST	9	57	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1916	TEST	9	60	179	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1917	TEST	9	55	182	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1918	TEST	9	44	181	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1919	TEST	14	4	172	55	9	46	173	16	16	-1	16	reka
reiz2_b1920	TEST	14	2	173	54	9	47	174	16	16	-1	16	reka
reiz2_b1921	TEST	9	47	176	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1922	TEST	9	51	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1923	TEST	9	70	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1924	TEST	9	53	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1925	TEST	9	50	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1926	TEST	9	43	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1927	TEST	9	24	178	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1928	TEST	9	64	181	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1929	TEST	9	51	192	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1930	TEST	9	53	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1931	TEST	9	17	181	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1932	TEST	9	64	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1933	TEST	9	56	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1934	TEST	9	48	191	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1935	TEST	9	55	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1936	TEST	14	2	172	54	9	54	173	16	16	-1	16	reka
reiz2_b1937	TEST	9	47	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1938	TEST	9	55	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1939	TEST	9	43	188	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1940	TEST	14	3	187	67	9	29	189	16	16	-1	16	reka
reiz2_b1941	TEST	14	3	173	55	9	40	175	16	16	-1	16	reka
reiz2_b1942	TEST	14	5	174	54	9	50	175	16	16	-1	16	reka
reiz2_b1943	TEST	9	34	185	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1944	TEST	9	54	188	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1945	TEST	9	23	183	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1946	TEST	9	62	185	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1947	TEST	14	3	187	72	9	55	192	16	16	-1	16	reka
reiz2_b1948	TEST	14	1	172	62	9	50	173	16	16	-1	16	reka
reiz2_b1949	TEST	14	8	186	70	9	52	190	16	16	-1	16	reka
reiz2_b1950	TEST	9	47	177	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1951	TEST	9	34	190	64	16	-1	-1	16	16	-1	16	reka
reiz2_b1952	TEST	9	31	180	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1953	TEST	9	33	178	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1954	TEST	9	51	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1955	TEST	9	50	182	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1956	TEST	9	46	186	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1957	TEST	9	46	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1958	TEST	9	62	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1959	TEST	9	66	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1960	TEST	9	36	179	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1961	TEST	9	26	173	66	16	-1	-1	16	16	-1	16	reka
reiz2_b1962	TEST	9	48	178	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1963	TEST	9	54	178	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1964	TEST	9	46	172	68	16	-1	-1	16	16	-1	16	reka
reiz2_b1965	TEST	9	53	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1966	TEST	9	27	171	64	16	-1	-1	16	16	-1	16	reka
reiz2_b1967	TEST	9	27	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1968	TEST	9	10	166	65	16	-1	-1	16	16	-1	16	reka
reiz2_b1969	TEST	9	40	178	61	16	-1	-1	16	16	-1	16	reka
reiz2_b1970	TEST	14	1	166	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1971	TEST	9	1	169	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1972	TEST	9	31	179	53	16	-1	-1	16	16	-1	16	reka
reiz2_b1973	TEST	9	31	178	55	16	-1	-1	16	16	-1	16	reka
reiz2_b1974	TEST	9	1	169	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1975	TEST	9	18	169	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1976	TEST	9	23	169	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1977	TEST	9	32	174	56	16	-1	-1	16	16	-1	16	reka
reiz2_b1978	TEST	9	50	179	49	16	-1	-1	16	16	-1	16	reka
reiz2_b1979	TEST	9	28	174	55	16	-1	-1	16	16	-1	16	reka
reiz2_b1980	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1981	TEST	9	38	179	52	16	-1	-1	16	16	-1	16	reka
reiz2_b1982	TEST	9	29	169	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1983	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1984	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1985	TEST	9	20	178	57	16	-1	-1	16	16	-1	16	reka
reiz2_b1986	TEST	9	1	168	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1987	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b1988	TEST	9	12	179	58	16	-1	-1	16	16	-1	16	reka
reiz2_b1989	TEST	9	35	173	66	16	-1	-1	16	16	-1	16	reka
reiz2_b1990	TEST	9	21	177	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1991	TEST	9	49	180	60	16	-1	-1	16	16	-1	16	reka
reiz2_b1992	TEST	9	46	178	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1993	TEST	14	1	170	58	9	37	173	16	16	-1	16	reka
reiz2_b1994	TEST	9	36	183	62	16	-1	-1	16	16	-1	16	reka
reiz2_b1995	TEST	9	24	181	59	16	-1	-1	16	16	-1	16	reka
reiz2_b1996	TEST	14	4	168	64	9	40	168	16	16	-1	16	reka
reiz2_b1997	TEST	9	16	168	70	16	-1	-1	16	16	-1	16	reka
reiz2_b1998	TEST	9	58	182	63	16	-1	-1	16	16	-1	16	reka
reiz2_b1999	TEST	9	22	180	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2000	TEST	9	13	181	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2001	TEST	9	24	182	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2002	TEST	9	51	172	66	16	-1	-1	16	16	-1	16	reka
reiz2_b2003	TEST	9	54	179	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2004	TEST	9	58	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2005	TEST	9	50	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2006	TEST	9	50	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2007	TEST	9	56	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2008	TEST	14	3	172	55	9	29	173	16	16	-1	16	reka
reiz2_b2009	TEST	9	54	188	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2010	TEST	9	62	179	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2011	TEST	9	54	181	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2012	TEST	14	2	173	56	9	21	175	16	16	-1	16	reka
reiz2_b2013	TEST	14	2	171	54	9	34	175	16	16	-1	16	reka
reiz2_b2014	TEST	9	32	188	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2015	TEST	9	48	193	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2016	TEST	9	52	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2017	TEST	9	23	172	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2018	TEST	9	48	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2019	TEST	9	41	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2020	TEST	9	64	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2021	TEST	9	52	190	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2022	TEST	9	16	182	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2023	TEST	9	47	186	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2024	TEST	14	4	173	57	9	34	175	16	16	-1	16	reka
reiz2_b2025	TEST	9	19	182	58	16	-1	-1	16	16	-1	16	reka
reiz2_b2026	TEST	9	51	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2027	TEST	14	3	187	71	9	17	190	16	16	-1	16	reka
reiz2_b2028	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2029	TEST	9	24	191	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2030	TEST	9	10	183	58	16	-1	-1	16	16	-1	16	reka
reiz2_b2031	TEST	14	5	173	56	9	33	176	16	16	-1	16	reka
reiz2_b2032	TEST	9	58	192	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2033	TEST	9	81	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2034	TEST	9	46	177	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2035	TEST	14	2	170	64	9	30	173	16	16	-1	16	reka
reiz2_b2036	TEST	9	28	188	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2037	TEST	9	60	174	66	16	-1	-1	16	16	-1	16	reka
reiz2_b2038	TEST	9	49	191	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2039	TEST	9	18	184	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2040	TEST	9	67	183	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2041	TEST	14	10	173	56	9	43	174	16	16	-1	16	reka
reiz2_b2042	TEST	14	4	172	57	9	50	175	16	16	-1	16	reka
reiz2_b2043	TEST	9	60	188	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2044	TEST	9	54	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2045	TEST	9	45	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2046	TEST	9	56	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2047	TEST	9	53	184	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2048	TEST	14	5	174	54	9	60	175	16	16	-1	16	reka
reiz2_b2049	TEST	9	54	189	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2050	TEST	9	44	185	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2051	TEST	9	60	177	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2052	TEST	9	50	180	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2053	TEST	9	53	180	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2054	TEST	9	65	188	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2055	TEST	9	65	178	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2056	TEST	14	2	172	57	9	33	175	16	16	-1	16	reka
reiz2_b2057	TEST	9	38	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2058	TEST	9	53	184	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2059	TEST	14	3	173	55	9	24	176	16	16	-1	16	reka
reiz2_b2060	TEST	9	28	187	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2061	TEST	14	5	169	64	9	51	172	16	16	-1	16	reka
reiz2_b2062	TEST	14	1	174	53	9	49	172	16	16	-1	16	reka
reiz2_b2063	TEST	9	43	173	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2064	TEST	9	42	177	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2065	TEST	9	40	186	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2066	TEST	9	51	183	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2067	TEST	9	77	182	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2068	TEST	9	57	181	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2069	TEST	14	4	173	56	9	11	175	16	16	-1	16	reka
reiz2_b2070	TEST	9	33	173	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2071	TEST	9	29	174	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2072	TEST	14	1	170	62	9	30	168	16	16	-1	16	reka
reiz2_b2073	TEST	9	20	172	65	16	-1	-1	16	16	-1	16	reka
reiz2_b2074	TEST	9	49	179	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2075	TEST	9	51	172	66	16	-1	-1	16	16	-1	16	reka
reiz2_b2076	TEST	9	64	180	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2077	TEST	9	35	173	66	16	-1	-1	16	16	-1	16	reka
reiz2_b2078	TEST	9	11	166	68	16	-1	-1	16	16	-1	16	reka
reiz2_b2079	TEST	9	38	173	64	16	-1	-1	16	16	-1	16	reka
reiz2_b2080	TEST	9	34	173	67	16	-1	-1	16	16	-1	16	reka
reiz2_b2081	TEST	9	39	175	62	16	-1	-1	16	16	-1	16	reka
reiz2_b2082	TEST	9	38	177	56	16	-1	-1	16	16	-1	16	reka
reiz2_b2083	TEST	9	34	178	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2084	TEST	9	3	167	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2085	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2086	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2087	TEST	9	33	167	63	16	-1	-1	16	16	-1	16	reka
reiz2_b2088	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2089	TEST	9	39	179	53	16	-1	-1	16	16	-1	16	reka
reiz2_b2090	TEST	9	30	172	59	16	-1	-1	16	16	-1	16	reka
reiz2_b2091	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2092	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2093	TEST	9	5	166	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2094	TEST	14	2	169	49	9	44	172	16	16	-1	16	reka
reiz2_b2095	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2096	TEST	9	5	168	61	16	-1	-1	16	16	-1	16	reka
reiz2_b2097	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2098	TEST	9	12	177	57	16	-1	-1	16	16	-1	16	reka
reiz2_b2099	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2100	TEST	16	-1	-1	-1	16	-1	-1	16	16	-1	16	reka
reiz2_b2101	TEST	9	39	171	68	16	-1	-1	16	16	-1	16	reka
reiz2_b2102	TEST	9	38	177	60	16	-1	-1	16	16	-1	16	reka
reiz2_b2103	TEST	9	23	167	68	16	-1	-1	16	16	-1	16	reka
